image,pred_count,suspect_count,status,signal,confidence,gt_count,is_correct,is_multi_gt,is_multi_pred,read_ms,preprocess_ms,infer_ms,post_ms,signal_ms,total_ms,vis_path,error_type,reasons
Hikrobot MV-PD010003-12C-8C (DA8401808)_213035115_798_3035505_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,57.827,0.0,49.13,0.645,0.001,107.612,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213037425_799_3037834_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.67,0.0,51.295,0.482,0.001,127.454,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213038344_800_3038979_Panorama.jpg,1,0,SINGLE,PASS,0.644043,1,1,0,0,80.488,0.0,76.512,0.497,0.002,157.508,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213045315_804_3045704_Panorama.jpg,1,0,SINGLE,PASS,0.604004,1,1,0,0,80.224,0.0,66.878,0.443,0.001,147.553,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213045976_805_3046307_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,2,0,1,0,64.656,0.0,46.749,0.455,0.001,111.868,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213048597_806_3049089_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.748,0.0,48.658,0.344,0.001,126.757,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213052665_809_3053295_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.052,0.0,48.288,0.454,0.001,122.803,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213056468_811_3056745_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.419,0.0,53.724,0.771,0.002,128.926,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213104605_814_3105015_Panorama.jpg,1,0,SINGLE,PASS,0.598145,1,1,0,0,87.557,0.0,72.603,0.36,0.001,160.528,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213105686_815_3106255_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.155,0.0,52.453,0.485,0.001,145.103,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213107678_816_3108181_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.338135,1,0,0,0,62.393,0.0,89.752,0.572,0.002,152.729,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213108658_817_3109000_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.297607,1,0,0,0,89.622,0.0,69.206,0.452,0.001,159.288,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213111696_818_3111989_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.064,0.0,50.124,0.391,0.001,120.586,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213116288_819_3116632_Panorama.jpg,1,0,SINGLE,PASS,0.596191,1,1,0,0,58.18,0.0,77.8,0.585,0.002,136.576,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213123348_824_3123971_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.623,0.0,52.964,0.525,0.001,140.122,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213125848_826_3126208_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.352,0.0,51.458,0.651,0.002,131.472,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213127547_827_3127993_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.473,0.0,54.002,0.496,0.001,131.981,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213130819_829_3131440_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.682,0.0,50.104,0.583,0.001,122.38,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213135368_830_3135968_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.102,0.0,64.33,0.507,0.001,138.951,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213149318_833_3149968_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.617,0.0,50.633,0.423,0.001,139.681,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213155368_834_3156027_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,61.651,0.0,50.781,0.489,0.001,112.931,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213158341_835_3158983_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.501953,1,0,0,0,89.221,0.0,74.323,0.506,0.002,164.061,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213159490_836_3200064_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.44165,1,0,0,0,86.39,0.0,71.268,0.558,0.002,158.227,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213206309_840_3206847_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.418701,1,0,0,0,83.482,0.0,91.5,0.759,0.002,175.753,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213208699_841_3209243_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,98.618,0.0,55.418,0.561,0.001,154.609,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213211032_844_3211455_Panorama.jpg,1,0,SINGLE,PASS,0.729492,1,1,0,0,90.44,0.0,75.935,0.499,0.002,166.885,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213214129_845_3214606_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.318,0.0,48.898,0.506,0.001,113.731,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213214908_846_3215291_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.048,0.0,49.058,0.388,0.001,142.51,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213222160_848_3222880_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,60.978,0.0,47.708,0.393,0.001,109.086,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213232281_850_3232906_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.218,0.0,49.947,0.446,0.001,140.619,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213234011_851_3234545_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,94.776,0.0,55.781,0.528,0.001,151.094,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213243162_852_3243700_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.453125,1,0,0,0,95.264,0.0,81.926,0.384,0.001,177.582,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213244321_853_3244867_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.250977,1,0,0,0,62.341,0.0,65.33,0.589,0.002,128.27,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213245812_854_3246309_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.817,0.0,52.171,0.496,0.001,149.493,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213248281_856_3248830_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.72,0.0,51.647,0.525,0.001,144.901,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213251873_857_3252514_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.938,0.0,52.855,0.399,0.001,146.2,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213258182_858_3258797_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.242,0.0,51.898,0.522,0.001,127.671,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213259352_859_3259768_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.397,0.0,54.486,0.391,0.001,124.283,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213300193_860_3300740_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.392334,1,0,0,0,90.523,0.0,79.326,0.452,0.002,170.312,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213303483_861_3303940_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.206,0.0,64.303,0.49,0.001,150.01,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213305801_863_3306325_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.382,0.0,48.508,0.389,0.001,125.286,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213307642_864_3308202_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.012,0.0,49.303,0.383,0.001,128.705,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213314763_867_3315312_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.47,0.0,52.45,0.382,0.001,134.31,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213316572_868_3316951_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.008,0.0,54.282,0.589,0.002,133.893,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213317583_869_3318262_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.256836,1,0,0,0,92.763,0.0,73.852,0.54,0.002,167.166,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213319353_870_3319886_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.795,0.0,50.621,0.454,0.001,127.878,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213321594_871_3322111_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.384,0.0,48.662,0.454,0.001,130.51,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213323645_872_3324268_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.718,0.0,48.642,0.349,0.001,125.717,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213326563_874_3327106_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.443604,1,0,0,0,77.099,0.0,97.446,0.443,0.001,174.997,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213328593_876_3329152_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.309082,1,0,0,0,76.664,0.0,102.454,0.461,0.001,179.587,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213329873_877_3330325_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.203,0.0,63.071,0.567,0.001,152.854,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213331864_878_3332458_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.261475,1,0,0,0,73.851,0.0,71.351,0.639,0.002,145.853,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213333243_879_3333776_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,94.545,0.0,53.844,0.788,0.001,149.19,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213335314_880_3335835_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.288,0.0,52.633,0.585,0.001,144.518,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213344645_883_3345146_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.98,0.0,52.067,0.604,0.001,138.661,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213345814_884_3346316_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.327637,1,0,0,0,66.417,0.0,69.776,0.5,0.002,136.701,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213346885_885_3347347_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.055,0.0,48.9,0.453,0.001,121.419,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213348934_886_3349486_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.905,0.0,48.207,0.415,0.001,146.537,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213350354_887_3351000_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.300781,1,0,0,0,92.271,0.0,72.652,0.536,0.002,165.472,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213352385_888_3352974_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.478516,1,0,0,0,82.201,0.0,87.137,0.518,0.001,169.865,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213354964_890_3355502_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.242,0.0,56.986,0.493,0.001,134.731,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213359995_891_3400569_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.981,0.0,49.624,0.363,0.001,134.975,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213402484_892_3403027_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.975,0.0,52.682,0.334,0.001,136.999,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213403775_893_3404255_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.591,0.0,46.864,0.451,0.001,111.914,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213405315_894_3405837_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,95.612,0.0,54.416,0.467,0.001,150.503,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213406116_895_3406609_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.111,0.0,65.755,0.629,0.001,138.507,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213408096_896_3408743_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,95.821,0.0,48.798,0.407,0.001,145.034,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213409795_897_3410310_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.294189,1,0,0,0,83.494,0.0,68.63,0.362,0.002,152.496,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213411835_898_3412305_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.734,0.0,48.96,0.565,0.001,115.269,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213413855_899_3414426_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,68.642,0.0,43.753,0.49,0.001,112.894,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213417696_900_3418301_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.267,0.0,46.787,0.381,0.001,126.446,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213426436_903_3427060_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.01,0.0,43.954,0.406,0.0,135.377,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213428696_904_3429340_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.368,0.0,48.164,0.471,0.001,115.012,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213429757_905_3430302_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.935,0.0,49.981,0.782,0.001,120.708,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213432567_906_3433047_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.41,0.0,53.891,0.454,0.002,118.765,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213435107_907_3435765_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.555,0.0,51.885,0.489,0.001,126.94,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213439107_908_3439665_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.281,0.0,48.455,0.468,0.001,123.213,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213441296_909_3441915_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.289551,1,0,0,0,67.177,0.0,68.684,0.508,0.002,136.38,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213442977_910_3443483_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.74,0.0,49.064,0.479,0.001,143.293,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213445778_911_3446185_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.771,0.0,50.172,0.758,0.002,137.713,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213448547_914_3448862_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.496094,1,0,0,0,78.184,0.0,67.983,0.535,0.002,146.713,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213449350_915_3449895_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.993,0.0,52.069,0.56,0.001,137.633,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213451768_916_3452098_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.494141,1,0,0,0,89.497,0.0,71.71,0.53,0.002,161.747,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213454319_917_3454764_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.279785,1,0,0,0,82.917,0.0,72.459,0.54,0.002,155.924,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213455548_918_3456074_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.480225,1,0,0,0,85.774,0.0,71.271,0.497,0.002,157.55,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213458817_919_3459261_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.250977,1,0,0,0,67.537,0.0,70.123,0.393,0.001,138.059,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213504568_922_3505024_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.115,0.0,47.796,0.462,0.001,132.383,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213511010_925_3511554_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.01,0.0,49.39,0.472,0.001,141.882,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213514780_926_3515338_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.694,0.0,47.889,0.526,0.001,121.119,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213515939_927_3516465_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.089,0.0,49.017,0.363,0.001,142.476,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213518519_928_3518938_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.38,0.0,45.637,0.325,0.0,125.346,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213525999_931_3526382_Panorama.jpg,1,0,SINGLE,PASS,0.652832,1,1,0,0,65.693,0.0,70.963,0.497,0.002,137.164,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213531758_932_3532337_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.325928,1,0,0,0,92.462,0.0,74.01,0.408,0.001,166.89,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213538100_933_3538729_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.289,0.0,48.721,0.804,0.002,133.826,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213542121_936_3542739_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.324219,1,0,0,0,86.242,0.0,69.958,0.546,0.002,156.756,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213542990_937_3543646_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.378,0.0,48.932,0.466,0.001,124.784,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213545730_939_3546073_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.999,0.0,53.098,0.541,0.001,119.647,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213556141_945_3556644_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.548,0.0,47.765,0.415,0.001,130.734,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213602762_947_3603467_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.724,0.0,47.435,0.465,0.001,135.634,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213604151_948_3604719_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.364746,1,0,0,0,84.671,0.0,72.824,0.588,0.002,158.093,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213614171_951_3614542_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.215,0.0,47.81,0.414,0.001,112.445,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213616472_952_3616857_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.386719,1,0,0,0,84.939,0.0,68.867,0.521,0.376,154.714,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213620131_954_3620592_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.556,0.0,48.351,0.44,0.001,132.354,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213621042_955_3621456_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.365,0.0,50.721,0.462,0.001,127.558,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213622312_956_3622870_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.32959,1,0,0,0,71.048,0.0,84.483,0.442,0.001,155.981,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213624123_957_3624570_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.399902,1,0,0,0,65.071,0.0,92.101,0.735,0.003,157.923,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213627743_959_3628192_Panorama.jpg,1,0,SINGLE,PASS,0.583008,1,1,0,0,80.435,0.0,72.832,0.522,0.002,153.801,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213633032_961_3633660_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.933,0.0,46.936,0.395,0.001,132.271,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213640164_964_3640488_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.2,0.0,49.2,0.433,0.0,118.84,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213651613_967_3652096_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.194,0.0,49.377,0.494,0.002,120.074,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213653775_968_3654201_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.254639,1,0,0,0,87.221,0.0,75.387,0.515,0.002,163.133,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213655094_969_3655652_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.579,0.0,50.7,0.331,0.001,128.617,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213706425_971_3706953_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.727,0.0,52.691,0.484,0.001,123.912,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213707604_972_3708222_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.728,0.0,48.104,0.379,0.001,125.219,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213710104_973_3710598_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.794,0.0,48.644,0.424,0.001,114.87,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213717510_974_3718075_Panorama.jpg,1,0,SINGLE,PASS,0.609375,1,1,0,0,73.78,0.0,82.335,0.431,0.002,156.555,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213719060_975_3719697_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.627,0.0,61.961,0.606,0.001,145.209,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213728582_978_3729117_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.255371,1,0,0,0,67.214,0.0,73.522,0.505,0.002,141.252,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213733572_980_3734151_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.334717,1,0,0,0,88.274,0.0,69.493,0.459,0.001,158.234,,unknown,only low-confidence candidates found
